run,game_seconds,action,orders_submitted
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,88.92857142857143,BUILD ASSIMILATOR,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,90.71428571428572,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,101.25,BUILD FORGE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,104.82142857142858,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,109.10714285714286,SCOUTING PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,117.32142857142858,TRAIN ZEALOT,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,118.39285714285715,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,126.25000000000001,BUILD PYLON,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,131.07142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,132.14285714285714,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,133.0357142857143,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,138.92857142857144,RESEARCH PROTOSSGROUNDWEAPONSLEVEL1,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,139.64285714285714,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,140.5357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,141.7857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,143.0357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,143.92857142857144,CHRONOBOOST FORGE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,145.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,145.89285714285714,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,147.14285714285714,TRAIN ZEALOT,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,148.21428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,149.2857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,150.35714285714286,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,151.42857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,152.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,153.57142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,154.64285714285714,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,155.71428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,156.60714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,157.85714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,158.92857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,159.82142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,161.07142857142858,BUILD CYBERNETICSCORE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,162.14285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,163.21428571428572,SCOUTING ZEALOT,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,164.2857142857143,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,165.35714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,166.42857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,167.67857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,168.57142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,169.64285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,170.71428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,171.96428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,172.85714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,173.75,BUILD PHOTONCANNON,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,175.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,176.07142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,176.96428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,178.21428571428572,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,179.2857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,180.35714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,181.42857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,182.67857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,183.57142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,184.64285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,185.71428571428572,TRAIN ZEALOT,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,186.60714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,188.0357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,188.92857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,190.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,191.25,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,192.14285714285717,CHRONOBOOST FORGE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,193.21428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,194.46428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,195.35714285714286,BUILD PYLON,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,196.25,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,197.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,198.57142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,199.64285714285717,RESEARCH WARPGATERESEARCH,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,200.71428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,201.7857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,202.85714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,204.10714285714286,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,205.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,206.07142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,206.96428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,208.21428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,209.2857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,210.35714285714286,BUILD SHIELDBATTERY,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,211.42857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,212.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,213.57142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,214.64285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,215.71428571428572,TRAIN SENTRY,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,216.7857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,217.85714285714286,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,218.92857142857144,SCOUTING ZEALOT,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,220.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,221.07142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,222.14285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,223.21428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,224.2857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,225.35714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,226.42857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,227.50000000000003,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,228.57142857142858,BUILD TWILIGHTCOUNCIL,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,229.64285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,230.71428571428572,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,231.7857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,232.85714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,233.92857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,235.00000000000003,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,236.07142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,237.14285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,238.21428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,239.2857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,240.5357142857143,TRAIN ZEALOT,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,241.42857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,242.50000000000003,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,243.57142857142858,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,244.64285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,245.71428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,246.7857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,248.0357142857143,BUILD PYLON,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,248.92857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,250.00000000000003,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,251.25000000000003,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,252.14285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,253.21428571428572,RESEARCH PROTOSSGROUNDARMORSLEVEL1,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,254.2857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,255.35714285714286,CHRONOBOOST NEXUS,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,256.42857142857144,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,257.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,258.5714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,259.64285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,260.5357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,261.7857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,262.8571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,263.92857142857144,BUILD SHIELDBATTERY,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,265.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,266.0714285714286,BUILD GATEWAY,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,267.14285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,268.2142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,269.2857142857143,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,270.3571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,271.42857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,272.5,TRAIN SENTRY,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,273.5714285714286,SCOUTING PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,274.64285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,275.7142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,276.6071428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,277.8571428571429,RESEARCH CHARGE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,278.92857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,280.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,281.0714285714286,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,282.14285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,283.0357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,284.2857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,285.3571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,286.42857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,287.5,BUILD SHIELDBATTERY,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,288.5714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,289.64285714285717,BUILD ROBOTICSFACILITY,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,290.7142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,291.7857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,292.8571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,293.92857142857144,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,295.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,296.0714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,297.14285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,298.2142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,299.2857142857143,TRAIN ZEALOT,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,300.3571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,301.42857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,302.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,303.5714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,304.4642857142857,RESEARCH PROTOSSAIRWEAPONSLEVEL1,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,305.7142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,306.9642857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,307.8571428571429,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,308.92857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,310.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,311.25,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,312.14285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,313.2142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,314.2857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,316.42857142857144,BUILD GATEWAY,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,317.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,318.5714285714286,CHRONOBOOST NEXUS,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,319.64285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,320.7142857142857,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,321.78571428571433,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,322.8571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,323.92857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,325.17857142857144,TRAIN ZEALOT,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,326.0714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,326.9642857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,328.2142857142857,SCOUTING ZEALOT,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,329.28571428571433,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,330.3571428571429,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,331.42857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,332.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,333.5714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,334.64285714285717,BUILD PYLON,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,335.7142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,336.78571428571433,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,337.8571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,338.92857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,340.0,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,341.0714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,342.14285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,343.2142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,344.28571428571433,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,345.3571428571429,BUILD STARGATE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,346.42857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,347.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,348.5714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,349.64285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,350.7142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,351.78571428571433,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,352.8571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,353.92857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,354.8214285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,355.89285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,357.14285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,358.39285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,359.28571428571433,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,360.3571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,361.6071428571429,MULTI-RETREAT,4
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,362.5,TRAIN STALKER,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,363.5714285714286,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,364.64285714285717,BUILD PYLON,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,365.7142857142857,TRAIN ZEALOT,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,366.78571428571433,TRAIN OBSERVER,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,368.03571428571433,TRAIN ZEALOT,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,368.92857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,370.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,370.89285714285717,TRAIN ZEALOT,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,372.3214285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,373.2142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,374.28571428571433,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,375.3571428571429,BUILD GATEWAY,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,376.42857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,377.5,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,378.5714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,379.64285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,380.7142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,381.78571428571433,CHRONOBOOST NEXUS,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,382.8571428571429,SCOUTING PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,383.92857142857144,TRAIN ZEALOT,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,385.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,386.0714285714286,TRAIN OBSERVER,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,387.14285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,388.2142857142857,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,389.28571428571433,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,390.3571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,391.25,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,392.5,TRAIN ADEPT,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,393.5714285714286,TRAIN ZEALOT,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,394.64285714285717,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,395.53571428571433,EMPTY ACTION,0
